price,demand,wind,pv
10.01887880405766,81.9963663765143,0.2891780011827321,0.0
-0.08307528029898559,81.74752587719433,0.2723240685984624,0.0
-0.5482968499733049,78.58765980813259,0.2826729745712596,0.0
-1.653198077949813,75.5483001553344,0.25280898876404495,0.0
-2.0104217832354507,74.52924220989279,0.1617386162034299,0.0
-1.5452002135611318,73.35120772968145,0.10378474275576582,0.0
-2.783021890016017,73.08052172500629,0.09432288586635128,0.0
0.0,64.14742096002442,0.06120638675340036,0.000996512207274539
-0.18276561665776828,64.04091769626919,0.08042578356002365,0.0114598903836572
0.24091831286705814,65.55607054651654,0.06445890005913661,0.030393622321873443
0.6064495461825947,68.41618690999695,0.0898876404494382,0.05779770802192327
0.9470581954084355,71.46423336374815,0.06712004730928445,0.07972097658196313
1.1132087560064068,72.70678367927069,0.0511531638083974,0.08769307424015944
1.2710517885744794,73.55108492489772,0.02690715552927262,0.07972097658196313
4.801751201281366,73.57677083337923,0.03252513305736251,0.05680119581464873
19.81345435130806,72.79277052555953,0.046126552335895916,0.025909317389138018
30.355707421249328,73.22642767169796,0.08397397989355411,0.0029895366218236174
38.23955152162306,72.83252567379249,0.16558249556475457,0.0
43.7889802455953,73.94597088842256,0.15819041986989946,0.0
45.64986652429258,73.07452247193899,0.19101123595505617,0.0
40.748424986652424,72.47027212230076,0.2057953873447664,0.0
36.66942872397223,72.30967277856176,0.20904790065050266,0.0
38.18139882541377,69.20834532082493,0.17031342400946187,0.0
29.076348104644953,67.10143995291064,0.17800118273211119,0.0
68.17157501334756,64.70271534858597,0.18894145476049676,0.0
60.66987720234917,65.47365975438161,0.21643997634535778,0.0
43.971745862253066,65.59354201334934,0.231224127735068,0.0
38.314319273892146,65.13794390250457,0.16972205795387343,0.0
41.604100373731974,64.97693334925302,0.13039621525724424,0.0
64.88179391350774,64.0815760368244,0.12714370195150798,0.0
87.29550453817404,63.43993499365048,0.12596096984033117,0.0
116.8370742124933,67.77100652780416,0.1150206978119456,0.000996512207274539
122.187122263748,74.3764558468926,0.09964518036664695,0.01096163428001993
123.97324079017616,83.32123936784761,0.07628622117090479,0.025411061285500747
120.96591564335291,86.7062646741216,0.05558840922531047,0.04384653712007972
119.08841430859582,88.83992068943387,0.04730928444707274,0.061285500747384154
119.94408969567537,90.94658373745683,0.046422235363690126,0.07025411061285501
119.42902295782166,89.12660714996414,0.03075103489059728,0.06527154957648232
123.11756540309662,89.26282764402943,0.025133057362507392,0.048829098156452415
129.0491404164442,86.56209168180432,0.02365464222353637,0.024414549078226207
135.4127068873465,86.54629683070549,0.016262566528681254,0.002491280518186348
142.32457020822207,85.34825260189149,0.009461856889414548,0.0
145.1657447944474,87.24803320693047,0.015671200473092846,0.0
136.99113721302723,85.80962967499323,0.056179775280898875,0.0
127.10517885744794,90.18674933152754,0.12507392075694856,0.0
117.69274959957285,87.63473169533897,0.09166173861620343,0.0
112.07686065136144,86.38733498198977,0.04553518628030751,0.0
103.19611318739989,86.29816860500551,0.039621525724423415,0.0
108.00617191671114,85.52897918266528,0.02631578947368421,0.0
